pse_exactobject  vanu_core                                 10000    1028.80    1012.78     165.78 1.00 1.00 1.00      0      0      0 "Drugaskan Core Complex"
pse_exactobject  vanu_control_point                        10001     899.15     874.23      93.26 1.00 1.00 1.00      0      0  15475 "Stasis South"
pse_exactobject  vanu_control_point                        10002    1149.27    1132.96     107.22 1.00 1.00 1.00      0      0  10748 "Stasis North"
pse_exactobject  ground_bldg_b                             10003     985.91     922.10      92.93 1.00 1.00 1.00      0      0    227 "S1"
pse_exactobject  ground_bldg_b                             10004    1006.48    1145.29      91.97 1.00 1.00 1.00      0      0  10312 "N3"
pse_exactobject  ground_bldg_f                             10005    1005.11     857.17      96.40 1.00 1.00 1.00      0      0  11379 "S4"
pse_exactobject  ground_bldg_j                             10006    1062.19     885.69      92.65 1.00 1.00 1.00      0      0  15020 "S2"
pse_exactobject  ceiling_bldg_d                            10007    1196.16     965.32     165.44 1.00 1.00 1.00      0      0   1626 "E3"
pse_exactobject  ceiling_bldg_h                            10008     904.92     964.10     173.54 1.00 1.00 1.00      0      0      0 "W1"
pse_exactobject  ceiling_bldg_i                            10009     971.61    1193.75     179.41 1.00 1.00 1.00      0      0   8575 "N5"
pse_exactobject  ground_bldg_a                             10010    1349.99    1151.14      89.94 1.00 1.00 1.00      0      0  15475 "E8"
pse_exactobject  vanu_block_ramp_simple                    10011    1136.28     772.95      63.17 1.00 1.00 1.00      0      0   1137
pse_exactobject  vanu_block_ramp_soldier                   10012    1106.67     629.12      71.97 1.00 1.00 1.00      0      0  10240
pse_exactobject  vanu_block_ramp_soldier                   10013     919.01     946.69      78.07 1.00 1.00 1.00      0      0  10469
pse_exactobject  vanu_block_ramp_narrow                    10014     911.78     952.27      70.87 1.00 1.00 1.00      0      0   9330
pse_exactobject  vanu_block_ramp_soldier                   10015    1149.41     711.27      71.97 1.00 1.00 1.00      0      0   2729
pse_exactobject  vanu_block_ramp_soldier                   10016    1118.08     748.97      67.67 1.00 1.00 1.00      0      0   7735
pse_exactobject  ground_bldg_e                             10017    1033.29     654.74      94.57 1.00 1.00 1.00      0      0  10923 "S6"
pse_exactobject  vanu_block_ramp_soldier                   10018     945.39     774.38      67.67 1.00 1.00 1.00      0      0  10469
pse_exactobject  vanu_wall_ramp                            10019    1106.07     840.97      80.89 1.00 1.00 1.00      0      0   8190
pse_exactobject  vanu_wall_vehicle                         10020    1128.37     840.19      80.79 1.00 1.00 1.00      0      0   4096
pse_exactobject  vanu_wall_ramp                            10021    1150.39     839.80      80.89 1.00 1.00 1.00      0      0      0
pse_exactobject  vanu_wall_vehicle                         10022    1208.26     757.08      78.24 1.00 1.00 1.00      0      0  14337
pse_exactobject  vanu_wall                                 10023    1198.22     744.81      78.24 1.00 1.00 1.00      0      0  14337
pse_exactobject  vanu_wall                                 10024    1219.62     767.48      78.24 1.00 1.00 1.00      0      0   6144
pse_exactobject  vanu_block_ramp_simple                    10025    1151.79     795.24      63.37 1.00 1.00 1.00      0      0  14109
pse_exactobject  vanu_block_ramp_narrow                    10026    1125.14     999.74      75.27 1.00 1.00 1.00      0      0    909
pse_exactobject  vanu_wall_ramp                            10027    1159.84    1030.24      89.89 1.00 1.00 1.00      0      0   6370
pse_exactobject  vanu_wall_vehicle                         10028    1176.42    1015.31      89.79 1.00 1.00 1.00      0      0   2275
pse_exactobject  vanu_wall_ramp                            10029    1193.04    1000.86      89.89 1.00 1.00 1.00      0      0  14564
pse_exactobject  vanu_block_ramp_simple                    10030    1155.04     961.59      71.77 1.00 1.00 1.00      0      0  13199
pse_exactobject  vanu_wall_vehicle                         10031    1300.69     926.42      79.86 1.00 1.00 1.00      0      0    910
pse_exactobject  vanu_wall_ramp                            10032    1307.86     905.60      79.96 1.00 1.00 1.00      0      0  13199
pse_exactobject  vanu_wall_ramp                            10033    1293.80     947.65      79.96 1.00 1.00 1.00      0      0   5005
pse_exactobject  vanu_block_ramp_soldier                   10034    1118.29     916.18      67.57 1.00 1.00 1.00      0      0   2917
pse_exactobject  ground_bldg_g                             10035    1263.21    1006.27      98.33 1.00 1.00 1.00      0      0      0 "E6"
pse_exactobject  vanu_block_ramp_soldier                   10036    1240.65     949.64      72.97 1.00 1.00 1.00      0      0   9034
pse_exactobject  vanu_block_ramp_soldier                   10037    1277.96     720.48      67.37 1.00 1.00 1.00      0      0  13017
pse_exactobject  vanu_block_ramp_soldier                   10038    1375.71     876.00      68.47 1.00 1.00 1.00      0      0  16021
pse_exactobject  ground_bldg_c                             10039     825.03    1055.17      89.45 1.00 1.00 1.00      0      0    848 "W4"
pse_exactobject  ground_bldg_i                             10040     781.48    1112.31      97.55 1.00 1.00 1.00      0      0   9482 "W6"
pse_exactobject  ground_bldg_j                             10041     853.90    1131.82      87.35 1.00 1.00 1.00      0      0   3549 "W5"
pse_exactobject  vanu_block_ramp_soldier                   10042    1101.13    1170.40      93.17 1.00 1.00 1.00      0      0   4070
pse_exactobject  vanu_block_ramp_soldier                   10043    1108.11    1176.50      92.97 1.00 1.00 1.00      0      0   8932
pse_exactobject  vanu_block_ramp_soldier                   10044     978.66    1190.46      66.27 1.00 1.00 1.00      0      0  10189
pse_exactobject  vanu_block_ramp_soldier                   10045     995.45    1198.86      73.77 1.00 1.00 1.00      0      0   4988
pse_exactobject  vanu_block_ramp_soldier                   10046     960.65    1102.02      73.67 1.00 1.00 1.00      0      0   8498
pse_exactobject  vanu_block_ramp_soldier                   10047     924.98    1294.43      67.37 1.00 1.00 1.00      0      0   3732
pse_exactobject  vanu_block_ramp_soldier                   10048     866.57    1368.48      66.07 1.00 1.00 1.00      0      0   1815
pse_exactobject  vanu_block_ramp_soldier                   10049     812.35    1379.62      66.07 1.00 1.00 1.00      0      0   5356
pse_exactobject  vanu_block_ramp                           10050    1027.98     764.56      63.07 1.00 1.00 1.00      0      0   8278
pse_exactobject  vanu_block_ramp                           10051    1237.59     705.90      59.97 1.00 1.00 1.00      0      0  13490
pse_exactobject  vanu_block_ramp                           10052    1367.06     920.50      62.77 1.00 1.00 1.00      0      0  15496
pse_exactobject  vanu_block_ramp                           10053    1240.08    1074.57      71.87 1.00 1.00 1.00      0      0   1876
pse_exactobject  vanu_block_ramp_soldier                   10054    1299.65    1056.30      73.27 1.00 1.00 1.00      0      0   3472
pse_exactobject  vanu_block_ramp_soldier                   10055    1119.42    1038.02      77.27 1.00 1.00 1.00      0      0  13558
pse_exactobject  vanu_block_ramp_soldier                   10056     815.93    1019.68      65.92 1.00 1.00 1.00      0      0  10469
pse_exactobject  vanu_block_ramp                           10057    1427.44     820.84      64.87 1.00 1.00 1.00      0      0   4336
pse_exactobject  vanu_block_ramp                           10058    1397.28     697.36      64.67 1.00 1.00 1.00      0      0  11114
pse_exactobject  vanu_block_ramp                           10059     658.88    1376.34      64.97 1.00 1.00 1.00      0      0   3007
pse_exactobject  vanu_block_ramp                           10060     620.78    1211.85      65.27 1.00 1.00 1.00      0      0  11707
pse_exactobject  vanu_carport                              10061     786.64     852.60      76.80 1.00 1.00 1.00      0      0  15348
pse_exactobject  vanu_carport_cave                         10062    1183.76    1274.63      76.07 1.00 1.00 1.00      0      0   7263
pse_exactobject  vanu_cluster_2way                         10063     777.98     989.00      76.50 1.00 1.00 1.00      0      0      0
pse_exactobject  vanu_cluster_aframe                       10064    1052.11    1129.04      95.41 1.00 1.00 1.00      0      0  10197
